tile_type,tile_class_id,mobility,tech_level,cost,armor,move
vehicle,4,half_tracked,advanced,3,3,14
vehicle,4,tracked,primitive,3,3,11
vehicle,4,tracked,typical,3,3,11
vehicle,4,tracked,advanced,3,3,12
vehicle,4,anti_gravity,primitive,3,3,11
vehicle,4,anti_gravity,typical,3,3,11
vehicle,4,anti_gravity,advanced,3,3,12
vehicle,4,walker,primitive,3,3,9
vehicle,4,walker,typical,3,3,9
vehicle,4,walker,advanced,3,3,10
vehicle,4,hover,primitive,3,3,12
vehicle,4,hover,typical,3,3,12
vehicle,4,hover,advanced,3,3,14
vehicle,4,vtol,primitive,3,3,27
vehicle,4,vtol,typical,3,3,27
vehicle,4,vtol,advanced,3,3,30
vehicle,4,turbofan,primitive,3,3,33
vehicle,4,turbofan,typical,3,3,33
vehicle,4,turbofan,advanced,3,3,36
vehicle,4,aerojet,primitive,3,3,38
vehicle,4,aerojet,typical,3,3,38
vehicle,4,aerojet,advanced,3,3,42
vehicle,4,naval,primitive,3,3,11
vehicle,4,naval,typical,3,3,11
vehicle,4,naval,advanced,3,3,12
vehicle,5,stationary,primitive,3,3,0
vehicle,5,stationary,typical,3,3,0
vehicle,5,stationary,advanced,3,3,0
vehicle,5,wheeled,primitive,3,3,12
vehicle,5,wheeled,typical,3,3,12
vehicle,5,wheeled,advanced,3,3,14
vehicle,5,half_tracked,primitive,3,3,12
vehicle,5,half_tracked,typical,3,3,12
vehicle,5,half_tracked,advanced,3,3,13
vehicle,5,tracked,primitive,3,3,10
vehicle,5,tracked,typical,3,3,10
vehicle,5,tracked,advanced,3,3,11
vehicle,5,anti_gravity,primitive,3,3,10
vehicle,5,anti_gravity,typical,3,3,10
vehicle,5,anti_gravity,advanced,3,3,11
vehicle,5,walker,primitive,3,3,9
vehicle,5,walker,typical,3,3,9
vehicle,5,walker,advanced,3,3,9
vehicle,5,hover,primitive,3,3,12
vehicle,5,hover,typical,3,3,12
vehicle,5,hover,advanced,3,3,13
vehicle,5,vtol,primitive,3,3,26
vehicle,5,vtol,typical,3,3,26
vehicle,5,vtol,advanced,3,3,28
vehicle,5,turbofan,primitive,3,3,30
vehicle,5,turbofan,typical,3,3,30
vehicle,5,turbofan,advanced,3,3,33
vehicle,5,aerojet,primitive,3,3,36
vehicle,5,aerojet,typical,3,3,36
vehicle,5,aerojet,advanced,3,3,39
vehicle,5,naval,primitive,3,3,10
vehicle,5,naval,typical,3,3,10
vehicle,5,naval,advanced,3,3,11
vehicle,1,stationary,primitive,4,4,0
vehicle,1,stationary,typical,4,4,0
vehicle,1,stationary,advanced,4,4,0
vehicle,1,wheeled,primitive,4,4,18
vehicle,1,wheeled,typical,4,4,18
vehicle,1,wheeled,advanced,4,4,20
vehicle,1,half_tracked,primitive,4,4,17
vehicle,1,half_tracked,typical,4,4,17
vehicle,1,half_tracked,advanced,4,4,18
vehicle,1,tracked,primitive,4,4,15
vehicle,1,tracked,typical,4,4,15
vehicle,1,tracked,advanced,4,4,16
vehicle,1,anti_gravity,primitive,4,4,15
vehicle,1,anti_gravity,typical,4,4,15
vehicle,1,anti_gravity,advanced,4,4,16
vehicle,1,walker,primitive,4,4,13
vehicle,1,walker,typical,4,4,13
vehicle,1,walker,advanced,4,4,14
vehicle,1,hover,primitive,4,4,17
vehicle,1,hover,typical,4,4,17
vehicle,1,hover,advanced,4,4,18
vehicle,1,vtol,primitive,4,4,37
vehicle,1,vtol,typical,4,4,37
vehicle,1,vtol,advanced,4,4,41
vehicle,1,turbofan,primitive,4,4,44
vehicle,1,turbofan,typical,4,4,44
vehicle,1,turbofan,advanced,4,4,49
vehicle,1,aerojet,primitive,4,4,52
vehicle,1,aerojet,typical,4,4,52
vehicle,1,aerojet,advanced,4,4,57
vehicle,1,naval,primitive,4,4,15
vehicle,1,naval,typical,4,4,15
vehicle,1,naval,advanced,4,4,16
vehicle,2,stationary,primitive,4,4,0
vehicle,2,stationary,typical,4,4,0
vehicle,2,stationary,advanced,4,4,0
vehicle,2,wheeled,primitive,4,4,16
vehicle,2,wheeled,typical,4,4,16
vehicle,2,wheeled,advanced,4,4,18
vehicle,2,half_tracked,primitive,4,4,15
vehicle,2,half_tracked,typical,4,4,15
vehicle,2,half_tracked,advanced,4,4,16
vehicle,2,tracked,primitive,4,4,13
vehicle,2,tracked,typical,4,4,13
vehicle,2,tracked,advanced,4,4,14
vehicle,2,anti_gravity,primitive,4,4,13
vehicle,2,anti_gravity,typical,4,4,13
vehicle,2,anti_gravity,advanced,4,4,14
vehicle,2,walker,primitive,4,4,11
vehicle,2,walker,typical,4,4,11
vehicle,2,walker,advanced,4,4,12
vehicle,2,hover,primitive,4,4,15
vehicle,2,hover,typical,4,4,15
vehicle,2,hover,advanced,4,4,16
vehicle,2,vtol,primitive,4,4,32
vehicle,2,vtol,typical,4,4,32
vehicle,2,vtol,advanced,4,4,35
vehicle,2,turbofan,primitive,4,4,38
vehicle,2,turbofan,typical,4,4,38
vehicle,2,turbofan,advanced,4,4,42
vehicle,2,aerojet,primitive,4,4,44
vehicle,2,aerojet,typical,4,4,44
vehicle,2,aerojet,advanced,4,4,49
vehicle,2,naval,primitive,4,4,13
vehicle,2,naval,typical,4,4,13
vehicle,2,naval,advanced,4,4,14
vehicle,3,stationary,primitive,4,4,0
vehicle,3,stationary,typical,4,4,0
vehicle,3,stationary,advanced,4,4,0
vehicle,3,wheeled,primitive,4,4,14
vehicle,3,wheeled,typical,4,4,14
vehicle,3,wheeled,advanced,4,4,15
vehicle,3,half_tracked,primitive,4,4,13
vehicle,3,half_tracked,typical,4,4,13
vehicle,3,half_tracked,advanced,4,4,14
vehicle,3,tracked,primitive,4,4,11
vehicle,3,tracked,typical,4,4,11
vehicle,3,tracked,advanced,4,4,12
vehicle,3,anti_gravity,primitive,4,4,11
vehicle,3,anti_gravity,typical,4,4,11
vehicle,3,anti_gravity,advanced,4,4,12
vehicle,3,walker,primitive,4,4,10
vehicle,3,walker,typical,4,4,10
vehicle,3,walker,advanced,4,4,11
vehicle,3,hover,primitive,4,4,13
vehicle,3,hover,typical,4,4,13
vehicle,3,hover,advanced,4,4,14
vehicle,3,vtol,primitive,4,4,28
vehicle,3,vtol,typical,4,4,28
vehicle,3,vtol,advanced,4,4,31
vehicle,3,turbofan,primitive,4,4,34
vehicle,3,turbofan,typical,4,4,34
vehicle,3,turbofan,advanced,4,4,37
vehicle,3,aerojet,primitive,4,4,39
vehicle,3,aerojet,typical,4,4,39
vehicle,3,aerojet,advanced,4,4,43
vehicle,3,naval,primitive,4,4,11
vehicle,3,naval,typical,4,4,11
vehicle,3,naval,advanced,4,4,12
vehicle,4,stationary,primitive,4,4,0
vehicle,4,stationary,typical,4,4,0
vehicle,4,stationary,advanced,4,4,0
vehicle,4,wheeled,primitive,4,4,13
vehicle,4,wheeled,typical,4,4,13
vehicle,4,wheeled,advanced,4,4,14
vehicle,4,half_tracked,primitive,4,4,11
vehicle,4,half_tracked,typical,4,4,11
vehicle,4,half_tracked,advanced,4,4,12
vehicle,4,tracked,primitive,4,4,10
vehicle,4,tracked,typical,4,4,10
vehicle,4,tracked,advanced,4,4,11
vehicle,4,anti_gravity,primitive,4,4,10
vehicle,4,anti_gravity,typical,4,4,10
vehicle,4,anti_gravity,advanced,4,4,11
vehicle,4,walker,primitive,4,4,8
vehicle,4,walker,typical,4,4,8
vehicle,4,walker,advanced,4,4,9
vehicle,4,hover,primitive,4,4,11
vehicle,4,hover,typical,4,4,11
vehicle,4,hover,advanced,4,4,12
vehicle,4,vtol,primitive,4,4,25
vehicle,4,vtol,typical,4,4,25
vehicle,4,vtol,advanced,4,4,27
vehicle,4,turbofan,primitive,4,4,29
vehicle,4,turbofan,typical,4,4,29
vehicle,4,turbofan,advanced,4,4,32
vehicle,4,aerojet,primitive,4,4,34
vehicle,4,aerojet,typical,4,4,34
vehicle,4,aerojet,advanced,4,4,38
vehicle,4,naval,primitive,4,4,10
vehicle,4,naval,typical,4,4,10
vehicle,4,naval,advanced,4,4,11
vehicle,5,stationary,primitive,4,4,0
vehicle,5,stationary,typical,4,4,0
vehicle,5,stationary,advanced,4,4,0
vehicle,5,wheeled,primitive,4,4,11
vehicle,5,wheeled,typical,4,4,11
vehicle,5,wheeled,advanced,4,4,12
vehicle,5,half_tracked,primitive,4,4,11
vehicle,5,half_tracked,typical,4,4,11
vehicle,5,half_tracked,advanced,4,4,12
vehicle,5,tracked,primitive,4,4,9
vehicle,5,tracked,typical,4,4,9
vehicle,5,tracked,advanced,4,4,10
vehicle,5,anti_gravity,primitive,4,4,9
vehicle,5,anti_gravity,typical,4,4,9
vehicle,5,anti_gravity,advanced,4,4,10
vehicle,5,walker,primitive,4,4,8
vehicle,5,walker,typical,4,4,8
vehicle,5,walker,advanced,4,4,8
vehicle,5,hover,primitive,4,4,11
vehicle,5,hover,typical,4,4,11
vehicle,5,hover,advanced,4,4,12
vehicle,5,vtol,primitive,4,4,23
vehicle,5,vtol,typical,4,4,23
vehicle,5,vtol,advanced,4,4,25
vehicle,5,turbofan,primitive,4,4,27
vehicle,5,turbofan,typical,4,4,27
vehicle,5,turbofan,advanced,4,4,30
vehicle,5,aerojet,primitive,4,4,32
vehicle,5,aerojet,typical,4,4,32
vehicle,5,aerojet,advanced,4,4,35
vehicle,5,naval,primitive,4,4,9
vehicle,5,naval,typical,4,4,9
vehicle,5,naval,advanced,4,4,10
vehicle,1,stationary,primitive,5,5,0
vehicle,1,stationary,typical,5,5,0
vehicle,1,stationary,advanced,5,5,0
vehicle,1,wheeled,primitive,5,5,16
vehicle,1,wheeled,typical,5,5,16
vehicle,1,wheeled,advanced,5,5,18
vehicle,1,half_tracked,primitive,5,5,15
vehicle,1,half_tracked,typical,5,5,15
vehicle,1,half_tracked,advanced,5,5,17
vehicle,1,tracked,primitive,5,5,13
vehicle,1,tracked,typical,5,5,13
vehicle,1,tracked,advanced,5,5,14
vehicle,1,anti_gravity,primitive,5,5,13
vehicle,1,anti_gravity,typical,5,5,13
vehicle,1,anti_gravity,advanced,5,5,14
vehicle,1,walker,primitive,5,5,11
vehicle,1,walker,typical,5,5,11
vehicle,1,walker,advanced,5,5,12
vehicle,1,hover,primitive,5,5,15
vehicle,1,hover,typical,5,5,15
vehicle,1,hover,advanced,5,5,17
vehicle,1,vtol,primitive,5,5,33
vehicle,1,vtol,typical,5,5,33
vehicle,1,vtol,advanced,5,5,36
vehicle,1,turbofan,primitive,5,5,39
vehicle,1,turbofan,typical,5,5,39
vehicle,1,turbofan,advanced,5,5,43
vehicle,1,aerojet,primitive,5,5,46
vehicle,1,aerojet,typical,5,5,46
vehicle,1,aerojet,advanced,5,5,51
vehicle,1,naval,primitive,5,5,13
vehicle,1,naval,typical,5,5,13
vehicle,1,naval,advanced,5,5,14
vehicle,2,stationary,primitive,5,5,0
vehicle,2,stationary,typical,5,5,0
vehicle,2,stationary,advanced,5,5,0
vehicle,2,wheeled,primitive,5,5,14
vehicle,2,wheeled,typical,5,5,14
vehicle,2,wheeled,advanced,5,5,16
vehicle,2,half_tracked,primitive,5,5,13
vehicle,2,half_tracked,typical,5,5,13
vehicle,2,half_tracked,advanced,5,5,14
vehicle,2,tracked,primitive,5,5,11
vehicle,2,tracked,typical,5,5,11
vehicle,2,tracked,advanced,5,5,12
vehicle,2,anti_gravity,primitive,5,5,11
vehicle,2,anti_gravity,typical,5,5,11
vehicle,2,anti_gravity,advanced,5,5,12
vehicle,2,walker,primitive,5,5,9
vehicle,2,walker,typical,5,5,9
vehicle,2,walker,advanced,5,5,10
vehicle,2,hover,primitive,5,5,13
vehicle,2,hover,typical,5,5,13
vehicle,2,hover,advanced,5,5,14
vehicle,2,vtol,primitive,5,5,28
vehicle,2,vtol,typical,5,5,28
vehicle,2,vtol,advanced,5,5,31
vehicle,2,turbofan,primitive,5,5,34
vehicle,2,turbofan,typical,5,5,34
vehicle,2,turbofan,advanced,5,5,37
vehicle,2,aerojet,primitive,5,5,39
vehicle,2,aerojet,typical,5,5,39
vehicle,2,aerojet,advanced,5,5,43
vehicle,2,naval,primitive,5,5,11
vehicle,2,naval,typical,5,5,11
vehicle,2,naval,advanced,5,5,12
vehicle,3,stationary,primitive,5,5,0
vehicle,3,stationary,typical,5,5,0
vehicle,3,stationary,advanced,5,5,0
vehicle,3,wheeled,primitive,5,5,13
vehicle,3,wheeled,typical,5,5,13
vehicle,3,wheeled,advanced,5,5,14
vehicle,3,half_tracked,primitive,5,5,11
vehicle,3,half_tracked,typical,5,5,11
vehicle,3,half_tracked,advanced,5,5,12
vehicle,3,tracked,primitive,5,5,10
vehicle,3,tracked,typical,5,5,10
vehicle,3,tracked,advanced,5,5,11
vehicle,3,anti_gravity,primitive,5,5,10
vehicle,3,anti_gravity,typical,5,5,10
vehicle,3,anti_gravity,advanced,5,5,11
vehicle,3,walker,primitive,5,5,9
vehicle,3,walker,typical,5,5,9
vehicle,3,walker,advanced,5,5,10
vehicle,3,hover,primitive,5,5,11
vehicle,3,hover,typical,5,5,11
vehicle,3,hover,advanced,5,5,12
vehicle,3,vtol,primitive,5,5,25
vehicle,3,vtol,typical,5,5,25
vehicle,3,vtol,advanced,5,5,28
vehicle,3,turbofan,primitive,5,5,30
vehicle,3,turbofan,typical,5,5,30
vehicle,3,turbofan,advanced,5,5,33
vehicle,3,aerojet,primitive,5,5,35
vehicle,3,aerojet,typical,5,5,35
vehicle,3,aerojet,advanced,5,5,39
vehicle,3,naval,primitive,5,5,10
vehicle,3,naval,typical,5,5,10
vehicle,3,naval,advanced,5,5,11
vehicle,4,stationary,primitive,5,5,0
vehicle,4,stationary,typical,5,5,0
vehicle,4,stationary,advanced,5,5,0
vehicle,4,wheeled,primitive,5,5,11
vehicle,4,wheeled,typical,5,5,11
vehicle,4,wheeled,advanced,5,5,12
vehicle,4,half_tracked,primitive,5,5,10
vehicle,4,half_tracked,typical,5,5,10
vehicle,4,half_tracked,advanced,5,5,11
vehicle,4,tracked,primitive,5,5,9
vehicle,4,tracked,typical,5,5,9
vehicle,4,tracked,advanced,5,5,10
vehicle,4,anti_gravity,primitive,5,5,9
vehicle,4,anti_gravity,typical,5,5,9
vehicle,4,anti_gravity,advanced,5,5,10
vehicle,4,walker,primitive,5,5,8
vehicle,4,walker,typical,5,5,8
vehicle,4,walker,advanced,5,5,8
vehicle,4,hover,primitive,5,5,10
vehicle,4,hover,typical,5,5,10
vehicle,4,hover,advanced,5,5,11
vehicle,4,vtol,primitive,5,5,22
vehicle,4,vtol,typical,5,5,22
vehicle,4,vtol,advanced,5,5,24
vehicle,4,turbofan,primitive,5,5,26
vehicle,4,turbofan,typical,5,5,26
vehicle,4,turbofan,advanced,5,5,29
vehicle,4,aerojet,primitive,5,5,31
vehicle,4,aerojet,typical,5,5,31
vehicle,4,aerojet,advanced,5,5,34
vehicle,4,naval,primitive,5,5,9
vehicle,4,naval,typical,5,5,9
vehicle,4,naval,advanced,5,5,10
vehicle,5,stationary,primitive,5,5,0
vehicle,5,stationary,typical,5,5,0
vehicle,5,stationary,advanced,5,5,0
vehicle,5,wheeled,primitive,5,5,10
vehicle,5,wheeled,typical,5,5,10
vehicle,5,wheeled,advanced,5,5,11
vehicle,5,half_tracked,primitive,5,5,9
vehicle,5,half_tracked,typical,5,5,9
vehicle,5,half_tracked,advanced,5,5,10
vehicle,5,tracked,primitive,5,5,8
vehicle,5,tracked,typical,5,5,8
vehicle,5,tracked,advanced,5,5,9
vehicle,5,anti_gravity,primitive,5,5,8
vehicle,5,anti_gravity,typical,5,5,8
vehicle,5,anti_gravity,advanced,5,5,9
vehicle,5,walker,primitive,5,5,7
vehicle,5,walker,typical,5,5,7
vehicle,5,walker,advanced,5,5,8
vehicle,5,hover,primitive,5,5,9
vehicle,5,hover,typical,5,5,9
vehicle,5,hover,advanced,5,5,10
vehicle,5,vtol,primitive,5,5,21
vehicle,5,vtol,typical,5,5,21
vehicle,5,vtol,advanced,5,5,23
vehicle,5,turbofan,primitive,5,5,24
vehicle,5,turbofan,typical,5,5,24
vehicle,5,turbofan,advanced,5,5,27
vehicle,5,aerojet,primitive,5,5,29
vehicle,5,aerojet,typical,5,5,29
vehicle,5,aerojet,advanced,5,5,32
vehicle,5,naval,primitive,5,5,8
vehicle,5,naval,typical,5,5,8
vehicle,5,naval,advanced,5,5,9
building,1,stationary_building,primitive,0,0,0
building,1,stationary_building,typical,0,0,0
building,1,stationary_building,advanced,0,0,0
building,1,stationary_building,primitive,0,1,0
building,1,stationary_building,typical,0,1,0
building,1,stationary_building,advanced,0,1,0
building,1,stationary_building,primitive,0,2,0
building,1,stationary_building,typical,0,2,0
building,1,stationary_building,advanced,0,2,0
building,1,stationary_building,primitive,0,3,0
building,1,stationary_building,typical,0,3,0
building,1,stationary_building,advanced,0,3,0
building,1,stationary_building,primitive,0,4,0
building,1,stationary_building,typical,0,4,0
building,1,stationary_building,advanced,0,4,0
building,1,stationary_building,primitive,0,5,0
building,1,stationary_building,typical,0,5,0
building,1,stationary_building,advanced,0,5,0
building,2,stationary_building,primitive,0,0,0
building,2,stationary_building,typical,0,0,0
building,2,stationary_building,advanced,0,0,0
building,2,stationary_building,primitive,0,1,0
building,2,stationary_building,typical,0,1,0
building,2,stationary_building,advanced,0,1,0
building,2,stationary_building,primitive,0,2,0
building,2,stationary_building,typical,0,2,0
building,2,stationary_building,advanced,0,2,0
building,2,stationary_building,primitive,0,3,0
building,2,stationary_building,typical,0,3,0
building,2,stationary_building,advanced,0,3,0
building,2,stationary_building,primitive,0,4,0
building,2,stationary_building,typical,0,4,0
building,2,stationary_building,advanced,0,4,0
building,2,stationary_building,primitive,0,5,0
building,2,stationary_building,typical,0,5,0
building,2,stationary_building,advanced,0,5,0
building,3,stationary_building,primitive,0,0,0
building,3,stationary_building,typical,0,0,0
building,3,stationary_building,advanced,0,0,0
building,3,stationary_building,primitive,0,1,0
building,3,stationary_building,typical,0,1,0
building,3,stationary_building,advanced,0,1,0
building,3,stationary_building,primitive,0,2,0
building,3,stationary_building,typical,0,2,0
building,3,stationary_building,advanced,0,2,0
building,3,stationary_building,primitive,0,3,0
building,3,stationary_building,typical,0,3,0
building,3,stationary_building,advanced,0,3,0
building,3,stationary_building,primitive,0,4,0
building,3,stationary_building,typical,0,4,0
building,3,stationary_building,advanced,0,4,0
building,3,stationary_building,primitive,0,5,0
building,3,stationary_building,typical,0,5,0
building,3,stationary_building,advanced,0,5,0
building,4,stationary_building,primitive,0,0,0
building,4,stationary_building,typical,0,0,0
building,4,stationary_building,advanced,0,0,0
building,4,stationary_building,primitive,0,1,0
building,4,stationary_building,typical,0,1,0
building,4,stationary_building,advanced,0,1,0
building,4,stationary_building,primitive,0,2,0
building,4,stationary_building,typical,0,2,0
building,4,stationary_building,advanced,0,2,0
building,4,stationary_building,primitive,0,3,0
building,4,stationary_building,typical,0,3,0
building,4,stationary_building,advanced,0,3,0
building,4,stationary_building,primitive,0,4,0
building,4,stationary_building,typical,0,4,0
building,4,stationary_building,advanced,0,4,0
building,4,stationary_building,primitive,0,5,0
building,4,stationary_building,typical,0,5,0
building,4,stationary_building,advanced,0,5,0
building,5,stationary_building,primitive,0,0,0
building,5,stationary_building,typical,0,0,0
building,5,stationary_building,advanced,0,0,0
building,5,stationary_building,primitive,0,1,0
building,5,stationary_building,typical,0,1,0
building,5,stationary_building,advanced,0,1,0
building,5,stationary_building,primitive,0,2,0
building,5,stationary_building,typical,0,2,0
building,5,stationary_building,advanced,0,2,0
building,5,stationary_building,primitive,0,3,0
building,5,stationary_building,typical,0,3,0
building,5,stationary_building,advanced,0,3,0
building,5,stationary_building,primitive,0,4,0
building,5,stationary_building,typical,0,4,0
building,5,stationary_building,advanced,0,4,0
building,5,stationary_building,primitive,0,5,0
building,5,stationary_building,typical,0,5,0
building,5,stationary_building,advanced,0,5,0
